feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .,0,2,train,phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành,Tiêu cực,Cơ sở vật chất,15
"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết .",0,2,train,cần chỉ cho sinh viên cách làm bài khó không nên giải chi tiết,Tiêu cực,Cơ sở vật chất,14
"có vài máy hư trong phòng thực hành , cần khắc phục lại .",0,2,train,có vài máy hư trong phòng thực hành cần khắc phục lại,Tiêu cực,Cơ sở vật chất,12
phòng thực hành chưa có chất lượng .,0,2,train,phòng thực hành chưa có chất lượng,Tiêu cực,Cơ sở vật chất,7
"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .",0,2,train,phòng thực hành nên bố trí hợp lý đủ máy móc thực hành,Tiêu cực,Cơ sở vật chất,13
môi trường không đảm bảo an toàn cho sức khỏe .,0,2,train,môi trường không đảm bảo an toàn cho sức khỏe,Tiêu cực,Cơ sở vật chất,10
bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .,0,2,train,bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn,Tiêu cực,Cơ sở vật chất,22
cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .,0,2,train,cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số,Tiêu cực,Cơ sở vật chất,12
"phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành .",0,2,train,phòng máy chất lượng kém rất chậm liên tục mất điện trong quá trình thực hành,Tiêu cực,Cơ sở vật chất,16
phòng học thiếu quạt .,0,2,train,phòng học thiếu quạt,Tiêu cực,Cơ sở vật chất,4
hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều .,0,2,train,hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều,Tiêu cực,Cơ sở vật chất,13
trang bị thêm nhiều thiết bị mạng hơn nữa để thực hành !,0,2,train,trang bị thêm nhiều thiết bị mạng hơn nữa để thực hành,Tiêu cực,Cơ sở vật chất,12
"sửa lại một số máy bị hư chuột , chuột rất khó di chuyển , gây khó khăn cho việc thực hành .",0,2,train,sửa lại một số máy bị hư chuột chuột rất khó di chuyển gây khó khăn cho việc thực hành,Tiêu cực,Cơ sở vật chất,20
visual studio của các máy trong phòng máy đã hết hạn .,0,2,train,visual studio của các máy trong phòng máy đã hết hạn,Tiêu cực,Cơ sở vật chất,11
máy chiếu phòng học rất rất rất tệ !,0,2,train,máy chiếu phòng học rất rất rất tệ,Tiêu cực,Cơ sở vật chất,8
phòng thực hành về mạng cần có nhiều trang thiết bị về mạng hơn để sinh viên có thể thực hành trên máy móc chứ không phải học thông qua các phần mềm .,0,2,train,phòng thực hành về mạng cần có nhiều trang thiết bị về mạng hơn để sinh viên có thể thực hành trên máy móc chứ không phải học thông qua các phần mềm,Tiêu cực,Cơ sở vật chất,33
nâng cao cơ sở vật chất giảng dạy .,0,2,train,nâng cao cơ sở vật chất giảng dạy,Tiêu cực,Cơ sở vật chất,8
"thiếu trang bị , dụng cụ thực hành cần thiết , không đáp ứng đủ thời gian giảng dạy do vắng tiết .",0,2,train,thiếu trang bị dụng cụ thực hành cần thiết không đáp ứng đủ thời gian giảng dạy do vắng tiết,Tiêu cực,Cơ sở vật chất,20
"thiếu các thiết bị chạy hệ điều hành windows phone , ios , android cho sinh viên thực hành .",0,2,train,thiếu các thiết bị chạy hệ điều hành windows phone ios android cho sinh viên thực hành,Tiêu cực,Cơ sở vật chất,17
máy chiếu trong phòng học quá mờ khiến sinh viên không nhìn rõ nội dung khi trình chiếu !,0,2,train,máy chiếu trong phòng học quá mờ khiến sinh viên không nhìn rõ nội dung khi trình chiếu,Tiêu cực,Cơ sở vật chất,18
cải thiện chất lượng các phòng máy và kết nối mạng .,0,2,train,cải thiện chất lượng các phòng máy và kết nối mạng,Tiêu cực,Cơ sở vật chất,11
mong nhà trường nâng cấp thêm cho phòng máy thực hành .,0,2,train,mong nhà trường nâng cấp thêm cho phòng máy thực hành,Tiêu cực,Cơ sở vật chất,11
"đặc biệt cần thông tin cụ thể về những dụng cụ nào nhà trường phải có trách nhiệm cấp cho sinh viên và giảng viên , ví dụ như có trường hợp bút lông viết bảng xài qua vài học kỳ đã khô hết mực , bút mờ không viết được nhưng giảng viên và sinh viên không biết đến đâu để đổi hay thay bút mới nên dẫn đến có giảng viên đành nói chay , không ghi chép được gì , hoặc phải tự đi mua bút viết bảng mới để viết .",0,2,train,đặc biệt cần thông tin cụ thể về những dụng cụ nào nhà trường phải có trách nhiệm cấp cho sinh viên và giảng viên ví dụ như có trường hợp bút lông viết bảng xài qua vài học kỳ đã khô hết mực bút mờ không viết được nhưng giảng viên và sinh viên không biết đến đâu để đổi hay thay bút mới nên dẫn đến có giảng viên đành nói chay không ghi chép được gì hoặc phải tự đi mua bút viết bảng mới để viết,Tiêu cực,Cơ sở vật chất,90
nâng cấp hệ thống mạng và máy tính .,0,2,train,nâng cấp hệ thống mạng và máy tính,Tiêu cực,Cơ sở vật chất,8
"phòng học nhỏ , không đủ máy , không kết nối mạng trong khi đây là phòng thực hành của khoa mạng máy tính .",0,2,train,phòng học nhỏ không đủ máy không kết nối mạng trong khi đây là phòng thực hành của khoa mạng máy tính,Tiêu cực,Cơ sở vật chất,22
phần thực hành môn này còn thiếu các thiết bị thực tế .,0,2,train,phần thực hành môn này còn thiếu các thiết bị thực tế,Tiêu cực,Cơ sở vật chất,12
"phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí .",0,2,train,phòng máy thiết bị mạng cần được đầu tư và vệ sinh em thấy phòng máy quá bụi cửa thì hở nên không mát dẫn đến điều hòa mất tác dụng lãng phí,Tiêu cực,Cơ sở vật chất,33
"cải thiện thiết bị lớp học doubledot máy chiếu , ổ điện , quạt .",0,2,train,cải thiện thiết bị lớp học doubledot máy chiếu ổ điện quạt,Tiêu cực,Cơ sở vật chất,12
"nâng cấp cơ sở vật chất đặc biệt là loa , micro và mạng wifi .",0,2,train,nâng cấp cơ sở vật chất đặc biệt là loa micro và mạng wifi,Tiêu cực,Cơ sở vật chất,14
máy tính khó sử dụng .,0,2,train,máy tính khó sử dụng,Tiêu cực,Cơ sở vật chất,5
lớp chất lượng cao nhưng lại thiếu thiết bị .,0,2,train,lớp chất lượng cao nhưng lại thiếu thiết bị,Tiêu cực,Cơ sở vật chất,9
nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật .,0,2,train,nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật,Tiêu cực,Cơ sở vật chất,39
"cần cài các phần mềm học tập mới , chính xác ví dụ doubledot visual studio 2010 hoặc 2012 để sinh viên học tập tốt hơn .",0,2,train,cần cài các phần mềm học tập mới chính xác ví dụ doubledot visual studio 2010 hoặc 2012 để sinh viên học tập tốt hơn,Tiêu cực,Cơ sở vật chất,25
phòng máy không tốt .,0,2,train,phòng máy không tốt,Tiêu cực,Cơ sở vật chất,4
tăng cường thêm thiết bị để môn học được hiệu quả .,0,2,train,tăng cường thêm thiết bị để môn học được hiệu quả,Tiêu cực,Cơ sở vật chất,11
"phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .",0,2,train,phòng học anh văn chất lượng loa micro không tốt không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe,Tiêu cực,Cơ sở vật chất,22
trang thiết bị tốt hơn .,0,2,train,trang thiết bị tốt hơn,Tiêu cực,Cơ sở vật chất,5
"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .",0,2,train,phòng wzjwz35 nhà trường nên thay máy chiếu mới vì nó đã quá cũ và thường xuyên gặp vấn đề,Tiêu cực,Cơ sở vật chất,20
nên đầu tư thiết bị để có thực hành .,0,2,train,nên đầu tư thiết bị để có thực hành,Tiêu cực,Cơ sở vật chất,9
phòng thực hành có nhiều máy không sử dụng được .,0,2,train,phòng thực hành có nhiều máy không sử dụng được,Tiêu cực,Cơ sở vật chất,10
nên nâng cao chất lượng sơ sở .,0,2,train,nên nâng cao chất lượng sơ sở,Tiêu cực,Cơ sở vật chất,7
nâng cấp thiết bị dạy học cho môn anh văn .,0,2,train,nâng cấp thiết bị dạy học cho môn anh văn,Tiêu cực,Cơ sở vật chất,10
nên nâng cao chất lượng phòng học hơn .,0,2,train,nên nâng cao chất lượng phòng học hơn,Tiêu cực,Cơ sở vật chất,8
riêng trang thiết bị quá kém .,0,2,train,riêng trang thiết bị quá kém,Tiêu cực,Cơ sở vật chất,6
có nhiều thời gian bị chết trong lúc học .,0,2,train,có nhiều thời gian bị chết trong lúc học,Tiêu cực,Cơ sở vật chất,9
các dụng cụ thực hành không được cung cấp đầy đủ .,0,2,train,các dụng cụ thực hành không được cung cấp đầy đủ,Tiêu cực,Cơ sở vật chất,11
cần thay đổi phòng học để chất lượng được nâng cao hơn .,0,2,train,cần thay đổi phòng học để chất lượng được nâng cao hơn,Tiêu cực,Cơ sở vật chất,12
máy chiếu và dàn loa không đáp ứng được .,0,2,train,máy chiếu và dàn loa không đáp ứng được,Tiêu cực,Cơ sở vật chất,9
"máy chiếu phòng học quà mờ , đề nghị nên thay đổi .",0,2,train,máy chiếu phòng học quà mờ đề nghị nên thay đổi,Tiêu cực,Cơ sở vật chất,11
nâng cao chất lượng máy chiếu và quạt .,0,2,train,nâng cao chất lượng máy chiếu và quạt,Tiêu cực,Cơ sở vật chất,8
"chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .",0,2,train,chất lượng phòng lab kém nhiều máy không sử dụng được hoặc phần mềm bị lỗi không thực hành được,Tiêu cực,Cơ sở vật chất,20
nâng cấp máy tính lên .,0,2,train,nâng cấp máy tính lên,Tiêu cực,Cơ sở vật chất,5
"nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .",0,2,train,nên thay phòng thực hành cho dù là hình thức 2 có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được,Tiêu cực,Cơ sở vật chất,47
"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .",0,2,train,phòng thưc hành cần thường xuyên vệ sinh sửa chữa thiết bị bị lỏng đứt hay hư hỏng,Tiêu cực,Cơ sở vật chất,18
"sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu , chiếu hình ảnh bị nhạt màu , loa hay có trục trặc .",0,2,train,sửa chữa hoặc thay mới máy chiếu và loa nguyên nhân doubledot máy chiếu chiếu hình ảnh bị nhạt màu loa hay có trục trặc,Tiêu cực,Cơ sở vật chất,25
"phòng lab thực hành cơ bản vẫn còn thiếu chất lượng , máy yếu , trường mình vẫn còn xài màn hình crt nản , mang danh trường công nghệ thông tin .",0,2,train,phòng lab thực hành cơ bản vẫn còn thiếu chất lượng máy yếu trường mình vẫn còn xài màn hình crt nản mang danh trường công nghệ thông tin,Tiêu cực,Cơ sở vật chất,29
mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,0,2,train,mong nhà trường sắp xếp các phòng học yên tĩnh hơn,Tiêu cực,Cơ sở vật chất,11
hệ thống máy tính còn yếu kém .,0,2,train,hệ thống máy tính còn yếu kém,Tiêu cực,Cơ sở vật chất,7
đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,0,2,train,đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này,Tiêu cực,Cơ sở vật chất,15
cung cấp công cụ giảng dạy tốt hơn .,0,2,train,cung cấp công cụ giảng dạy tốt hơn,Tiêu cực,Cơ sở vật chất,8
table and chair is not fitted for class .,0,2,train,table and chair is not fitted for class,Tiêu cực,Cơ sở vật chất,8
cần nâng cao chất lượng máy chiếu .,0,2,train,cần nâng cao chất lượng máy chiếu,Tiêu cực,Cơ sở vật chất,7
cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .,0,2,train,cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn,Tiêu cực,Cơ sở vật chất,24
phòng học oi bức .,0,2,train,phòng học oi bức,Tiêu cực,Cơ sở vật chất,4
"phòng thực hành khoa wzjwz70 máy hư tùm lum , không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 , wzjwz72 đầu tư mới với tốt hơn nhiều .",0,2,train,phòng thực hành khoa wzjwz70 máy hư tùm lum không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 wzjwz72 đầu tư mới với tốt hơn nhiều,Tiêu cực,Cơ sở vật chất,28
"cô rất nhiệt tình trong hoạt động giảng dạy , công bằng trong đánh giá , rất quan tâm đến sinh viên .",1,2,train,cô rất nhiệt tình trong hoạt động giảng dạy công bằng trong đánh giá rất quan tâm đến sinh viên,Tích cực,Cơ sở vật chất,20
"phòng lab thực hành khá cũ , nhiều máy hư gây khó khăn cho sinh viên khi thực hành .",0,2,train,phòng lab thực hành khá cũ nhiều máy hư gây khó khăn cho sinh viên khi thực hành,Tiêu cực,Cơ sở vật chất,18
phòng học thiếu loa .,0,2,train,phòng học thiếu loa,Tiêu cực,Cơ sở vật chất,4
em nghĩ các phòng máy của trường nên trang bị phần mềm sql tối thiểu là phiên bản 2008 .,0,2,train,em nghĩ các phòng máy của trường nên trang bị phần mềm sql tối thiểu là phiên bản 2008,Tiêu cực,Cơ sở vật chất,19
cần cải thiện máy chiếu .,0,2,train,cần cải thiện máy chiếu,Tiêu cực,Cơ sở vật chất,5
lớp wzjwz1 nên được học ở phòng máy tốt hơn chút xíu được không ạ .,0,2,train,lớp wzjwz1 nên được học ở phòng máy tốt hơn chút xíu được không ạ,Tiêu cực,Cơ sở vật chất,15
cần nâng cao chất lượng phòng máy .,0,2,train,cần nâng cao chất lượng phòng máy,Tiêu cực,Cơ sở vật chất,7
"quá ô nhiễm tiếng ồn , mệt mỏi và chán học !",0,2,train,quá ô nhiễm tiếng ồn mệt mỏi và chán học,Tiêu cực,Cơ sở vật chất,10
nên ưu tiên về cơ sở vật chất cho chất lượng cao đúng như trường đã nói .,0,2,train,nên ưu tiên về cơ sở vật chất cho chất lượng cao đúng như trường đã nói,Tiêu cực,Cơ sở vật chất,17
"nên cải thiện cơ sở vật chất và thiết bị dạy học , phòng máy chiếu mờ khó theo dõi .",0,2,train,nên cải thiện cơ sở vật chất và thiết bị dạy học phòng máy chiếu mờ khó theo dõi,Tiêu cực,Cơ sở vật chất,19
"cơ sở vật chất không đảm bảo chất lượng , nhiều khi thầy đang nói mà micro bị hư .",0,2,train,cơ sở vật chất không đảm bảo chất lượng nhiều khi thầy đang nói mà micro bị hư,Tiêu cực,Cơ sở vật chất,18
chất lượng mạng trong phòng máy mạnh nhưng chấy lượng máy kém .,0,2,train,chất lượng mạng trong phòng máy mạnh nhưng chấy lượng máy kém,Tiêu cực,Cơ sở vật chất,12
phòng thí nghiệm môn này cần được nâng cấp và mở rộng .,0,2,train,phòng thí nghiệm môn này cần được nâng cấp và mở rộng,Tiêu cực,Cơ sở vật chất,12
"phòng lab còn chạy visual studio 2008 , không biết viết code kiểu gì lên đó nữa , đây cũng là cái ảnh hưởng tới kết quả thi thực hành của nhiều sinh viên quen sử dụng với chuẩn visual studio 2015 .",0,2,train,phòng lab còn chạy visual studio 2008 không biết viết code kiểu gì lên đó nữa đây cũng là cái ảnh hưởng tới kết quả thi thực hành của nhiều sinh viên quen sử dụng với chuẩn visual studio 2015,Tiêu cực,Cơ sở vật chất,40
phòng học còn nóng .,0,2,train,phòng học còn nóng,Tiêu cực,Cơ sở vật chất,4
nâng cấp máy tính .,2,2,train,nâng cấp máy tính,Trung lập,Cơ sở vật chất,4
tăng hiệu suất máy tính .,2,2,train,tăng hiệu suất máy tính,Trung lập,Cơ sở vật chất,5
"lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên , đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập .",0,2,train,lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập,Tiêu cực,Cơ sở vật chất,66
"cần trang bị máy nghe tốt hơn , có nhiều máy nghe đã xuống cấp .",0,2,train,cần trang bị máy nghe tốt hơn có nhiều máy nghe đã xuống cấp,Tiêu cực,Cơ sở vật chất,14
cần trang bị phòng thực hành phù hợp với đặc thù môn học .,0,2,train,cần trang bị phòng thực hành phù hợp với đặc thù môn học,Tiêu cực,Cơ sở vật chất,13
cải thiện trang thiết bị .,0,2,train,cải thiện trang thiết bị,Tiêu cực,Cơ sở vật chất,5
"do phòng học khá đông và máy chiếu không rõ , nên việc giảng viên sử dụng các đoạn code trong ide để minh họa gây khó khăn cho các sinh viên ngồi xa và hoặc mắt kém .",0,2,train,do phòng học khá đông và máy chiếu không rõ nên việc giảng viên sử dụng các đoạn code trong ide để minh họa gây khó khăn cho các sinh viên ngồi xa và hoặc mắt kém,Tiêu cực,Cơ sở vật chất,37
"cải thiện máy chiếu , phòng thực hành .",0,2,train,cải thiện máy chiếu phòng thực hành,Tiêu cực,Cơ sở vật chất,7
mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này .,0,2,train,mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này,Tiêu cực,Cơ sở vật chất,13
phòng thực hành quá xuống cấp .,0,2,train,phòng thực hành quá xuống cấp,Tiêu cực,Cơ sở vật chất,6
cần cải thiện cơ sở vật chất phù hợp với môn học anh văn hơn nữa .,0,2,train,cần cải thiện cơ sở vật chất phù hợp với môn học anh văn hơn nữa,Tiêu cực,Cơ sở vật chất,16
nâng cao chất lượng cơ sở vật chất của trường .,0,2,train,nâng cao chất lượng cơ sở vật chất của trường,Tiêu cực,Cơ sở vật chất,10
"phòng máy quá yếu , không thực sự tốt vì máy tính còn yếu , cấu hình không được cao .",0,2,train,phòng máy quá yếu không thực sự tốt vì máy tính còn yếu cấu hình không được cao,Tiêu cực,Cơ sở vật chất,18
"phòng học cần sạch sẽ hơn , bàn ghế rất bụi , máy chiếu tất nhiên nói nhìn được thì vẫn nhìn được nhưng như thế là vẫn mờ , cần sáng hơn , cho các bạn ngồi phía dưới thấy nữa .",0,2,train,phòng học cần sạch sẽ hơn bàn ghế rất bụi máy chiếu tất nhiên nói nhìn được thì vẫn nhìn được nhưng như thế là vẫn mờ cần sáng hơn cho các bạn ngồi phía dưới thấy nữa,Tiêu cực,Cơ sở vật chất,38
"phòng thực hành thường xuyên không mở đúng giờ , hy vọng giáo viên mở cửa đúng giờ .",0,2,train,phòng thực hành thường xuyên không mở đúng giờ hy vọng giáo viên mở cửa đúng giờ,Tiêu cực,Cơ sở vật chất,17
bởi vì trong một số trường hợp sinh viên làm bài thi thì máy tính của trường không đáp ứng đủ nhu cầu của sinh viên phải đủ nhanh .,0,2,train,bởi vì trong một số trường hợp sinh viên làm bài thi thì máy tính của trường không đáp ứng đủ nhu cầu của sinh viên phải đủ nhanh,Tiêu cực,Cơ sở vật chất,29
"phòng thực hành còn thiếu máy cho một lớp sinh viên , chất lượng máy không đảm bảo , đôi khi không làm theo hướng dẫn được vì máy bị hỏng .",0,2,train,phòng thực hành còn thiếu máy cho một lớp sinh viên chất lượng máy không đảm bảo đôi khi không làm theo hướng dẫn được vì máy bị hỏng,Tiêu cực,Cơ sở vật chất,29
"trang thiết bị còn kém , loa chưa đủ rõ để nghe anh văn , máy chiếu chưa nhìn rõ màu sắc .",0,2,train,trang thiết bị còn kém loa chưa đủ rõ để nghe anh văn máy chiếu chưa nhìn rõ màu sắc,Tiêu cực,Cơ sở vật chất,20
"số lượng máy phòng thực hành quá ít , phải đến 2 - 3 người dùng chung một máy .",0,2,train,số lượng máy phòng thực hành quá ít phải đến 2 3 người dùng chung một máy,Tiêu cực,Cơ sở vật chất,17
đặc biệt là micro và máy chiếu còn trục trặc nhiều .,0,2,train,đặc biệt là micro và máy chiếu còn trục trặc nhiều,Tiêu cực,Cơ sở vật chất,11
"đề nghị trường triển khai hệ thống user để quản lý tốc độ cũng như sinh viên nào đang tải phim , soft , vdotv .",0,2,train,đề nghị trường triển khai hệ thống user để quản lý tốc độ cũng như sinh viên nào đang tải phim soft vdotv,Tiêu cực,Cơ sở vật chất,23
cần có nhiều thiết bị trực quan hơn .,0,2,train,cần có nhiều thiết bị trực quan hơn,Tiêu cực,Cơ sở vật chất,8
thiếu linh kiện .,0,2,train,thiếu linh kiện,Tiêu cực,Cơ sở vật chất,3
nên có nhiều thiết bị trực quan hơn .,0,2,train,nên có nhiều thiết bị trực quan hơn,Tiêu cực,Cơ sở vật chất,8
cần wifi mạnh ở dãy nhà cũ .,0,2,train,cần wifi mạnh ở dãy nhà cũ,Tiêu cực,Cơ sở vật chất,7
em đi học đầy đủ nhưng không có máy để thực hành .,0,2,train,em đi học đầy đủ nhưng không có máy để thực hành,Tiêu cực,Cơ sở vật chất,12
khoảng 1 tiếng từ khi giảng viên cho phép kết nối thì sinh viên mới vào mạng được .,0,2,train,khoảng 1 tiếng từ khi giảng viên cho phép kết nối thì sinh viên mới vào mạng được,Tiêu cực,Cơ sở vật chất,18
thỉnh thoảng có một số máy không khởi động được .,0,2,train,thỉnh thoảng có một số máy không khởi động được,Tiêu cực,Cơ sở vật chất,10
máy tính không được tốt lắm .,0,2,train,máy tính không được tốt lắm,Tiêu cực,Cơ sở vật chất,6
trang thiết bị cho thực hành tốt hơn .,0,2,train,trang thiết bị cho thực hành tốt hơn,Tiêu cực,Cơ sở vật chất,8
nâng cấp quạt trần và máy chiếu của phòng học !,0,2,train,nâng cấp quạt trần và máy chiếu của phòng học,Tiêu cực,Cơ sở vật chất,10
"sử dụng slide , máy chiếu .",0,2,train,sử dụng slide máy chiếu,Tiêu cực,Cơ sở vật chất,5
phòng thực hành quá chật và thiết bị cũng hạn chế về số lượng chưa đáp ứng được nhu cầu học tập .,0,2,train,phòng thực hành quá chật và thiết bị cũng hạn chế về số lượng chưa đáp ứng được nhu cầu học tập,Tiêu cực,Cơ sở vật chất,22
"đề nghị nhà trường làm tốt khâu cở sở vật chất , em thấy trường mình còn thiếu nhiều về trang thiết bị thực hành cho sinh viên .",0,2,train,đề nghị nhà trường làm tốt khâu cở sở vật chất em thấy trường mình còn thiếu nhiều về trang thiết bị thực hành cho sinh viên,Tiêu cực,Cơ sở vật chất,27
"hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng , trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị , mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành .",0,2,train,hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành,Tiêu cực,Cơ sở vật chất,48
cần có thiết bị và phòng học hợp lý hơn .,0,2,train,cần có thiết bị và phòng học hợp lý hơn,Tiêu cực,Cơ sở vật chất,10
cần tăng thêm số lượng thiết bị thực hành .,0,2,train,cần tăng thêm số lượng thiết bị thực hành,Tiêu cực,Cơ sở vật chất,9
sự cố như sau doubledot đang học thì tất cả số đèn của nửa căn phòng đều tắt .,0,2,train,sự cố như sau doubledot đang học thì tất cả số đèn của nửa căn phòng đều tắt,Tiêu cực,Cơ sở vật chất,18
phòng học ngay cạnh bên công trường .,0,2,train,phòng học ngay cạnh bên công trường,Tiêu cực,Cơ sở vật chất,7
"thiết bị về máy chiếu chưa được tốt , mong nhà trường tạo điều kiện .",0,2,train,thiết bị về máy chiếu chưa được tốt mong nhà trường tạo điều kiện,Tiêu cực,Cơ sở vật chất,14
tăng cường chất lượng wifi cho các phòng lab .,0,2,train,tăng cường chất lượng wifi cho các phòng lab,Tiêu cực,Cơ sở vật chất,9
"trang thiết bị cần được hỗ trợ tốt hơn , chất lượng máy chiếu không được như ý , khá mờ làm chất lượng thuyết trình và việc giảng dạy không được tốt .",0,2,train,trang thiết bị cần được hỗ trợ tốt hơn chất lượng máy chiếu không được như ý khá mờ làm chất lượng thuyết trình và việc giảng dạy không được tốt,Tiêu cực,Cơ sở vật chất,31
thay đổi hệ thống âm thanh phòng học .,0,2,train,thay đổi hệ thống âm thanh phòng học,Tiêu cực,Cơ sở vật chất,8
"phòng học thực hành quá bé , bụi và bẩn , hệ thống máy tính không sử dụng được .",0,2,train,phòng học thực hành quá bé bụi và bẩn hệ thống máy tính không sử dụng được,Tiêu cực,Cơ sở vật chất,17
lớp học khá chật so với số lượng sinh viên .,0,2,train,lớp học khá chật so với số lượng sinh viên,Tiêu cực,Cơ sở vật chất,10
"phòng học còn thiếu chất lượng , trời nóng nên bố trí thêm quạt cho dãy hai bên phòng .",0,2,train,phòng học còn thiếu chất lượng trời nóng nên bố trí thêm quạt cho dãy hai bên phòng,Tiêu cực,Cơ sở vật chất,18
phòng lab còn chưa đáp ứng tốt .,0,2,train,phòng lab còn chưa đáp ứng tốt,Tiêu cực,Cơ sở vật chất,7
phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .,0,2,train,phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo,Tiêu cực,Cơ sở vật chất,18
nên chuyển qua phòng học khác không có máy tính và nhỏ hơn .,0,2,train,nên chuyển qua phòng học khác không có máy tính và nhỏ hơn,Tiêu cực,Cơ sở vật chất,13
điều chỉnh máy lạnh phù hợp với thời tiết .,0,2,train,điều chỉnh máy lạnh phù hợp với thời tiết,Tiêu cực,Cơ sở vật chất,9
được thực hành trên thiết bị thực .,1,2,train,được thực hành trên thiết bị thực,Tích cực,Cơ sở vật chất,7
phòng máy có quá nhiều máy không sử dụng được .,0,2,train,phòng máy có quá nhiều máy không sử dụng được,Tiêu cực,Cơ sở vật chất,10
cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .,0,2,train,cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư,Tiêu cực,Cơ sở vật chất,15
hỗ trợ thêm tài liệu cho sinh viên .,0,2,train,hỗ trợ thêm tài liệu cho sinh viên,Tiêu cực,Cơ sở vật chất,8
âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .,0,2,train,âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro,Tiêu cực,Cơ sở vật chất,15
