feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
cần hạn chế dạy bài giảng điện tử .,0,1,train,cần hạn chế dạy bài giảng điện tử,Tiêu cực,Chương trình,8
slide còn khá khó hiểu .,0,1,train,slide còn khá khó hiểu,Tiêu cực,Chương trình,5
nội dung môn học nên tập trung vào chuyên ngành học .,0,1,train,nội dung môn học nên tập trung vào chuyên ngành học,Tiêu cực,Chương trình,11
tính điểm quá trình không công bằng .,0,1,train,tính điểm quá trình không công bằng,Tiêu cực,Chương trình,7
môn học cần thiết kế để sinh viên có cơ hội khảo sát thực tế .,0,1,train,môn học cần thiết kế để sinh viên có cơ hội khảo sát thực tế,Tiêu cực,Chương trình,15
đề thi quá khó so với bài tập trên lớp !,0,1,train,đề thi quá khó so với bài tập trên lớp,Tiêu cực,Chương trình,10
không mang lại hiệu quả .,0,1,train,không mang lại hiệu quả,Tiêu cực,Chương trình,5
ứng dụng của môn học đó giúp gì cho sinh viên .,2,1,train,ứng dụng của môn học đó giúp gì cho sinh viên,Trung lập,Chương trình,11
môn học quá sâu làm và mới mẻ rất khó nắm bắt để làm bài tập .,0,1,train,môn học quá sâu làm và mới mẻ rất khó nắm bắt để làm bài tập,Tiêu cực,Chương trình,16
"nên tăng cường học nghe , nói .",0,1,train,nên tăng cường học nghe nói,Tiêu cực,Chương trình,6
kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới .,0,1,train,kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới,Tiêu cực,Chương trình,14
"tài liệu giảng viên luôn soạn đầy đủ , dễ hiểu .",1,1,train,tài liệu giảng viên luôn soạn đầy đủ dễ hiểu,Tích cực,Chương trình,10
có đôi chỗ cô hơi khó .,0,1,train,có đôi chỗ cô hơi khó,Tiêu cực,Chương trình,6
nên chú trọng vào thực hành .,0,1,train,nên chú trọng vào thực hành,Tiêu cực,Chương trình,6
bài tập về nhà khó .,0,1,train,bài tập về nhà khó,Tiêu cực,Chương trình,5
về các ví dụ .,2,1,train,về các ví dụ,Trung lập,Chương trình,4
nên chú trọng hơn về giao tiếp tiếng anh .,0,1,train,nên chú trọng hơn về giao tiếp tiếng anh,Tiêu cực,Chương trình,9
không có ứng dụng trong thực tế .,0,1,train,không có ứng dụng trong thực tế,Tiêu cực,Chương trình,7
có bài soạn cho sinh viên xem trước .,1,1,train,có bài soạn cho sinh viên xem trước,Tích cực,Chương trình,8
"về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .",0,1,train,về đồ án môn học này giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty trung tâm thương mại,Tiêu cực,Chương trình,25
tăng thời lượng cho phần nghe nói .,0,1,train,tăng thời lượng cho phần nghe nói,Tiêu cực,Chương trình,7
"em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn .",0,1,train,em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung giống như làm một đồ án luôn vậy như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn,Tiêu cực,Chương trình,40
vừa học được kiến thức chuyên môn vừa học được cách làm người .,1,1,train,vừa học được kiến thức chuyên môn vừa học được cách làm người,Tích cực,Chương trình,13
nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được .,0,1,train,nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được,Tiêu cực,Chương trình,14
đồ án thực hành khác xa so với lý thuyết học trên lớp .,0,1,train,đồ án thực hành khác xa so với lý thuyết học trên lớp,Tiêu cực,Chương trình,13
cần tăng thời gian môn học lên 30 - 50% để sinh viên có điều kiện tiếp thu sâu hơn kiến thức .,0,1,train,cần tăng thời gian môn học lên 30 50 để sinh viên có điều kiện tiếp thu sâu hơn kiến thức,Tiêu cực,Chương trình,21
nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên .,0,1,train,nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên,Tiêu cực,Chương trình,18
mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội .,1,1,train,mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội,Tích cực,Chương trình,16
nên chú trọng nói nghe nhiều vì đã là anh văn 3 rồi .,0,1,train,nên chú trọng nói nghe nhiều vì đã là anh văn 3 rồi,Tiêu cực,Chương trình,13
"tiếng anh là môn đòi hỏi phải cần thời gian để luyện , nhưng ở đây nhà trường sắp lịch 1 ngày 4 tiết .",0,1,train,tiếng anh là môn đòi hỏi phải cần thời gian để luyện nhưng ở đây nhà trường sắp lịch 1 ngày 4 tiết,Tiêu cực,Chương trình,23
nên có phần đáp án bài tập tham khảo cho các deadline bài tập .,0,1,train,nên có phần đáp án bài tập tham khảo cho các deadline bài tập,Tiêu cực,Chương trình,14
thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác .,0,1,train,thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác,Tiêu cực,Chương trình,21
"cần cho thêm nhiều tài liệu , nhiều bài tập để sinh viên tư nghiên cứu .",0,1,train,cần cho thêm nhiều tài liệu nhiều bài tập để sinh viên tư nghiên cứu,Tiêu cực,Chương trình,15
"phải học quá nhiều phần không cần thiết , nên giảm bớt vài nội dung , ví dụ doubledot vector ngẫu nhiên 2 chiều , phân phối poison .",0,1,train,phải học quá nhiều phần không cần thiết nên giảm bớt vài nội dung ví dụ doubledot vector ngẫu nhiên 2 chiều phân phối poison,Tiêu cực,Chương trình,25
không đăng bài tập hằng tuần sớm để sinh viên có thời gian thực hiện .,0,1,train,không đăng bài tập hằng tuần sớm để sinh viên có thời gian thực hiện,Tiêu cực,Chương trình,15
"lượng kiến thức thì nhiều mà thời gian dạy thì ít , mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn .",0,1,train,lượng kiến thức thì nhiều mà thời gian dạy thì ít mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 3 ngôn ngữ ví dụ như html css làm 1 môn học js và jquery làm 1 môn php làm 1 môn,Tiêu cực,Chương trình,48
"theo em , tài liệu môn học còn thiếu .",0,1,train,theo em tài liệu môn học còn thiếu,Tiêu cực,Chương trình,8
"đi học thể dục thật ra em không biết thầy nào với thầy nào đâu , vì lâu lâu mới có thầy dạy .",0,1,train,đi học thể dục thật ra em không biết thầy nào với thầy nào đâu vì lâu lâu mới có thầy dạy,Tiêu cực,Chương trình,22
"em nghĩ đây là sự cố do phòng đào tạo buộc thầy thay đổi hình thức thi , ban đầu chúng em được thông báo là thi cuối kỳ trên máy tính , nhưng sau đó lại phải thi trên giấy .",0,1,train,em nghĩ đây là sự cố do phòng đào tạo buộc thầy thay đổi hình thức thi ban đầu chúng em được thông báo là thi cuối kỳ trên máy tính nhưng sau đó lại phải thi trên giấy,Tiêu cực,Chương trình,39
"khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên "" làm nhanh những việc dễ "" dạy sinh viên thành "" thợ "" .",0,1,train,khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên làm nhanh những việc dễ dạy sinh viên thành thợ,Tiêu cực,Chương trình,31
có nhiệt huyết trong giảng dạy .,1,1,train,có nhiệt huyết trong giảng dạy,Tích cực,Chương trình,6
"kết thúc môn học , sinh viên không được chạm tay sử dụng bất kỳ phần mềm nào được giới thiệu .",0,1,train,kết thúc môn học sinh viên không được chạm tay sử dụng bất kỳ phần mềm nào được giới thiệu,Tiêu cực,Chương trình,20
"nội dung thực hành chỉ là copy và paste , chưa tập trung vào nội dung giảng dạy .",0,1,train,nội dung thực hành chỉ là copy và paste chưa tập trung vào nội dung giảng dạy,Tiêu cực,Chương trình,17
cần tăng cường thêm tài liệu .,0,1,train,cần tăng cường thêm tài liệu,Tiêu cực,Chương trình,6
"em nghĩ thi cuối kỳ môn này , nên thi với hình thức tự luận 100% ạ .",0,1,train,em nghĩ thi cuối kỳ môn này nên thi với hình thức tự luận 100 ạ,Tiêu cực,Chương trình,16
"số lượng thuật toán nhiều , dàn trải , nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn .",0,1,train,số lượng thuật toán nhiều dàn trải nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn,Tiêu cực,Chương trình,24
bám sát chương trình .,1,1,train,bám sát chương trình,Tích cực,Chương trình,4
"cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài .",0,1,train,cho bài tập lấy điểm thực hành quá khó hướng dẫn sơ sài,Tiêu cực,Chương trình,13
cần cung cấp thêm tài liệu học tập cho sinh viên .,0,1,train,cần cung cấp thêm tài liệu học tập cho sinh viên,Tiêu cực,Chương trình,11
cần nâng cao hơn chất lượng giảng dạy .,0,1,train,cần nâng cao hơn chất lượng giảng dạy,Tiêu cực,Chương trình,8
không cần phải đi học thực hành trên phòng máy nhiều .,0,1,train,không cần phải đi học thực hành trên phòng máy nhiều,Tiêu cực,Chương trình,11
một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .,1,1,train,một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian,Tích cực,Chương trình,16
"ít tiết nên sinh viên học có vẻ nhàm chán và khuôn mẫu , nên có thời gian để sinh viên tmf hiểu nhiều hơn .",0,1,train,ít tiết nên sinh viên học có vẻ nhàm chán và khuôn mẫu nên có thời gian để sinh viên tmf hiểu nhiều hơn,Tiêu cực,Chương trình,24
nên để giáo viên có kinh nghiệm dạy môn này .,0,1,train,nên để giáo viên có kinh nghiệm dạy môn này,Tiêu cực,Chương trình,10
"lý do lý thuyết không hiểu , dẫn đến thực hành cũng không hiểu .",0,1,train,lý do lý thuyết không hiểu dẫn đến thực hành cũng không hiểu,Tiêu cực,Chương trình,13
cần sinh động hơn .,0,1,train,cần sinh động hơn,Tiêu cực,Chương trình,4
"cung cấp thêm tài liệu , giáo trình môn học .",0,1,train,cung cấp thêm tài liệu giáo trình môn học,Tiêu cực,Chương trình,9
chia nhóm làm đồ án rất hay .,1,1,train,chia nhóm làm đồ án rất hay,Tích cực,Chương trình,7
cần thay đổi chương trình giảng dạy cho phù hợp hơn .,0,1,train,cần thay đổi chương trình giảng dạy cho phù hợp hơn,Tiêu cực,Chương trình,11
"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !",0,1,train,buổi nào cũng có thực hành học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao,Tiêu cực,Chương trình,19
slide dễ hiểu .,1,1,train,slide dễ hiểu,Tích cực,Chương trình,3
"bài giảng tạo sự hứng thú cho sinh viên , giảng viên nhiệt tình .",1,1,train,bài giảng tạo sự hứng thú cho sinh viên giảng viên nhiệt tình,Tích cực,Chương trình,13
thực hành đầy đủ .,2,1,train,thực hành đầy đủ,Trung lập,Chương trình,4
học môn này khá vui .,1,1,train,học môn này khá vui,Tích cực,Chương trình,5
giáo trình toàn dùng c không dùng cplusplus nhiều dễ gây rối trong quá trình lập trình .,0,1,train,giáo trình toàn dùng c không dùng cplusplus nhiều dễ gây rối trong quá trình lập trình,Tiêu cực,Chương trình,17
nên cho thêm nhiều bài tập về nhà hơn .,0,1,train,nên cho thêm nhiều bài tập về nhà hơn,Tiêu cực,Chương trình,9
"luyện tập nhóm , làm bài tập nhiều .",1,1,train,luyện tập nhóm làm bài tập nhiều,Tích cực,Chương trình,7
"còn khắt khe điểm quá , cho kiểm tra quá nhiều .",0,1,train,còn khắt khe điểm quá cho kiểm tra quá nhiều,Tiêu cực,Chương trình,10
đề cương môn học chưa được cập nhật cho sinh viên .,0,1,train,đề cương môn học chưa được cập nhật cho sinh viên,Tiêu cực,Chương trình,11
bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .,1,1,train,bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên,Tích cực,Chương trình,14
tăng cường giao lưu thực tiễn tiếng anh .,0,1,train,tăng cường giao lưu thực tiễn tiếng anh,Tiêu cực,Chương trình,8
cần có thêm nhiều tài liệu cho sinh viên nghiên cứu .,0,1,train,cần có thêm nhiều tài liệu cho sinh viên nghiên cứu,Tiêu cực,Chương trình,11
cần cung cấp mục tiêu môn học .,0,1,train,cần cung cấp mục tiêu môn học,Tiêu cực,Chương trình,7
em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ .,0,1,train,em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ,Tiêu cực,Chương trình,17
deadline các bài tập thực hành không cố định .,0,1,train,deadline các bài tập thực hành không cố định,Tiêu cực,Chương trình,9
"quá nhiều bài tập , tốn rất nhiều thời gian mà hiệu quả không có .",0,1,train,quá nhiều bài tập tốn rất nhiều thời gian mà hiệu quả không có,Tiêu cực,Chương trình,14
chưa được tham gia chiến dịch thực tế và tham quan công ty .,0,1,train,chưa được tham gia chiến dịch thực tế và tham quan công ty,Tiêu cực,Chương trình,13
môn học rất có ích .,1,1,train,môn học rất có ích,Tích cực,Chương trình,5
cố gắng làm nhiều bài tập hơn nữa .,1,1,train,cố gắng làm nhiều bài tập hơn nữa,Tích cực,Chương trình,8
môn học không hữu ích đối với ngành học của em .,0,1,train,môn học không hữu ích đối với ngành học của em,Tiêu cực,Chương trình,11
"nội dung môn học chưa thống nhất , mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm .",0,1,train,nội dung môn học chưa thống nhất mỗi giáo viên dạy khác nhau không thống nhất giữa các năm,Tiêu cực,Chương trình,19
cần thay đổi giáo trình cho phù hợp với kiến thức sinh viên .,0,1,train,cần thay đổi giáo trình cho phù hợp với kiến thức sinh viên,Tiêu cực,Chương trình,13
"bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .",1,1,train,bài giảng dễ hiểu có kèm theo ví dụ cụ thể thân thiện với sinh viên giải đáp ngay khi sinh viên có câu hỏi,Tích cực,Chương trình,25
sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả .,0,1,train,sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả,Tiêu cực,Chương trình,12
kiến thức của cô chuyên sâu .,1,1,train,kiến thức của cô chuyên sâu,Tích cực,Chương trình,6
"sinh viên năm 3 trở lên đều có laptop cả rồi , vậy nên vào phòng máy là không cần thiết .",0,1,train,sinh viên năm 3 trở lên đều có laptop cả rồi vậy nên vào phòng máy là không cần thiết,Tiêu cực,Chương trình,20
"nói rõ nội dung môn học , mục tiêu .",0,1,train,nói rõ nội dung môn học mục tiêu,Tiêu cực,Chương trình,8
nhà trường nên cho thực hành mỗi tuần một lần .,0,1,train,nhà trường nên cho thực hành mỗi tuần một lần,Tiêu cực,Chương trình,10
"thời lượng thực hành quá ít , kiến thức mới mà hướng dẫn ít !",0,1,train,thời lượng thực hành quá ít kiến thức mới mà hướng dẫn ít,Tiêu cực,Chương trình,13
"môn học cần được thiết kế chi tiết hơn từng phần học cụ thể để sinh viên dễ tiếp cận như doubledot học lập trình console và win form lẫn lộn , sinh viên chưa có cái nhìn khái quát và tổng thể về vấn đề cần làm dẫn đến khó tìm lối đi trong sự hỗn loạn kiễn thức , không có phương hướng kết quả học tập không cao , không hứng thú và đam mê .",0,1,train,môn học cần được thiết kế chi tiết hơn từng phần học cụ thể để sinh viên dễ tiếp cận như doubledot học lập trình console và win form lẫn lộn sinh viên chưa có cái nhìn khái quát và tổng thể về vấn đề cần làm dẫn đến khó tìm lối đi trong sự hỗn loạn kiễn thức không có phương hướng kết quả học tập không cao không hứng thú và đam mê,Tiêu cực,Chương trình,75
"không nên "" hù dọa "" sinh viên ở phía trước mỗi bài toán mà phải biến nó thành đơn giản để thực thi bài toán giảng viên cần phải làm những bài tập mẫu hơn là cho mấy trăm bài tập .",0,1,train,không nên hù dọa sinh viên ở phía trước mỗi bài toán mà phải biến nó thành đơn giản để thực thi bài toán giảng viên cần phải làm những bài tập mẫu hơn là cho mấy trăm bài tập,Tiêu cực,Chương trình,40
em thấy phòng thư viện tầng trên mà bọn em học không hề phù hợp với việc học anh văn vì thiết kế bảng và hệ thống máy tính khiến bọn em cứ phải mỏi cổ ngoảnh sang trái hoặc sang phải suốt cả buổi học vì bọn em cũng chả dùng máy tính để làm gì trong giờ học anh văn cả .,0,1,train,em thấy phòng thư viện tầng trên mà bọn em học không hề phù hợp với việc học anh văn vì thiết kế bảng và hệ thống máy tính khiến bọn em cứ phải mỏi cổ ngoảnh sang trái hoặc sang phải suốt cả buổi học vì bọn em cũng chả dùng máy tính để làm gì trong giờ học anh văn cả,Tiêu cực,Chương trình,63
"cập nhật tính thời sự trong môn học , cung cấp tài liệu đọc thêm bổ ích .",1,1,train,cập nhật tính thời sự trong môn học cung cấp tài liệu đọc thêm bổ ích,Tích cực,Chương trình,16
"giáo trình tốt , kiến thức trọng tâm .",1,1,train,giáo trình tốt kiến thức trọng tâm,Tích cực,Chương trình,7
qua đó sẽ hiểu được thật sâu và rõ những lý thuyết đã được học .,1,1,train,qua đó sẽ hiểu được thật sâu và rõ những lý thuyết đã được học,Tích cực,Chương trình,15
mục tiêu môn học nên đặt ra là doubledot sinh viên được giới thiệu những gì .,0,1,train,mục tiêu môn học nên đặt ra là doubledot sinh viên được giới thiệu những gì,Tiêu cực,Chương trình,16
em muốn môn học gần với thực tế qua các ví dụ .,0,1,train,em muốn môn học gần với thực tế qua các ví dụ,Tiêu cực,Chương trình,12
"giờ thực hành quá ít , bài tập thực hành hằng tuần đều đó , giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp .",0,1,train,giờ thực hành quá ít bài tập thực hành hằng tuần đều đó giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp,Tiêu cực,Chương trình,27
"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác .",0,1,train,phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác,Tiêu cực,Chương trình,37
"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính .",0,1,train,nên có phần thực hành về tìm hiểu phần cứng các bộ phận trong máy tính,Tiêu cực,Chương trình,16
nội dung nhập nhằng .,0,1,train,nội dung nhập nhằng,Tiêu cực,Chương trình,4
các thành viên dễ gán kết hơn và có trách nhiệm hơn .,0,1,train,các thành viên dễ gán kết hơn và có trách nhiệm hơn,Tiêu cực,Chương trình,12
thay đổi hình thức đánh giá môn học .,0,1,train,thay đổi hình thức đánh giá môn học,Tiêu cực,Chương trình,8
cho bài tập hay .,1,1,train,cho bài tập hay,Tích cực,Chương trình,4
cần bổ sung phần kiến thức pattern severside .,0,1,train,cần bổ sung phần kiến thức pattern severside,Tiêu cực,Chương trình,8
mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .,0,1,train,mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp,Tiêu cực,Chương trình,17
cho mượn kit về nhà đẻ thực hành .,0,1,train,cho mượn kit về nhà đẻ thực hành,Tiêu cực,Chương trình,8
làm việc nhóm nhiều .,1,1,train,làm việc nhóm nhiều,Tích cực,Chương trình,4
nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .,0,1,train,nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học,Tiêu cực,Chương trình,14
có bài tập cuối giờ .,2,1,train,có bài tập cuối giờ,Trung lập,Chương trình,5
không có buổi học bù nào .,0,1,train,không có buổi học bù nào,Tiêu cực,Chương trình,6
đến lớp dúng giờ !,2,1,train,đến lớp dúng giờ,Trung lập,Chương trình,4
có một số phần giảng viên giải thích hơi khó hiểu .,0,1,train,có một số phần giảng viên giải thích hơi khó hiểu,Tiêu cực,Chương trình,11
"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào .",0,1,train,tên môn học là lập trình ứng dụng web tuy nhiên chỉ cho lập trình trên ngôn ngữ php nên rõ ràng trong tên môn học với ngôn ngữ nào,Tiêu cực,Chương trình,30
"cần có nhiều tài liệu để học hơn , có các trò chơi để sinh viên dễ hiểu bài hơn .",0,1,train,cần có nhiều tài liệu để học hơn có các trò chơi để sinh viên dễ hiểu bài hơn,Tiêu cực,Chương trình,19
chưa có nhiều kinh nghiệm về kiến thức .,0,1,train,chưa có nhiều kinh nghiệm về kiến thức,Tiêu cực,Chương trình,8
nội dung môn học đầy đủ .,1,1,train,nội dung môn học đầy đủ,Tích cực,Chương trình,6
không nắm vững được kiến thức môn học .,0,1,train,không nắm vững được kiến thức môn học,Tiêu cực,Chương trình,8
có nhiều kiến thức mở rộng .,1,1,train,có nhiều kiến thức mở rộng,Tích cực,Chương trình,6
"em thành thật chia sẻ , khoa nên bỏ môn học này .",0,1,train,em thành thật chia sẻ khoa nên bỏ môn học này,Tiêu cực,Chương trình,11
thực hành chỉ cần sử dụng hình thức 2 .,0,1,train,thực hành chỉ cần sử dụng hình thức 2,Tiêu cực,Chương trình,9
"em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .",0,1,train,em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới gần đây nhất,Tiêu cực,Chương trình,20
nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,0,1,train,nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo,Tiêu cực,Chương trình,14
"theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm , giới thiệu về các hướng phát triển phần mềm trong bộ môn này .",0,1,train,theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm giới thiệu về các hướng phát triển phần mềm trong bộ môn này,Tiêu cực,Chương trình,28
"chất lượng giảng dạy tốt , tâm huyết nhiệt tình .",1,1,train,chất lượng giảng dạy tốt tâm huyết nhiệt tình,Tích cực,Chương trình,9
đề thi cuối kỳ quá dài so với thời gian kiểm tra .,0,1,train,đề thi cuối kỳ quá dài so với thời gian kiểm tra,Tiêu cực,Chương trình,12
cần có các bài tập thực tiễn hơn .,0,1,train,cần có các bài tập thực tiễn hơn,Tiêu cực,Chương trình,8
"kiến thức thực hành không song song với lý thuyết , một số bài thực hành với kiến thức có khi trước cả khi được học ở lớp lý thuyết .",0,1,train,kiến thức thực hành không song song với lý thuyết một số bài thực hành với kiến thức có khi trước cả khi được học ở lớp lý thuyết,Tiêu cực,Chương trình,29
nội dung thực hành và lý thuyết phải sát nhau .,0,1,train,nội dung thực hành và lý thuyết phải sát nhau,Tiêu cực,Chương trình,10
cho bài tập cụ thể .,1,1,train,cho bài tập cụ thể,Tích cực,Chương trình,5
"sinh viên đến lớp mà không thấy giáo viên , rồi bị đuổi về .",0,1,train,sinh viên đến lớp mà không thấy giáo viên rồi bị đuổi về,Tiêu cực,Chương trình,13
"lịch dạy học thay đổi liên tục , không cố định .",0,1,train,lịch dạy học thay đổi liên tục không cố định,Tiêu cực,Chương trình,10
"môn học chỉ đề cập các vấn đề chung của một ngôn ngữ hướng đối tượng đã học ở môn lập trình hướng đối tượng , lập trình windows , đa luồng , đồ họa .",0,1,train,môn học chỉ đề cập các vấn đề chung của một ngôn ngữ hướng đối tượng đã học ở môn lập trình hướng đối tượng lập trình windows đa luồng đồ họa,Tiêu cực,Chương trình,32
slide dễ nhìn .,1,1,train,slide dễ nhìn,Tích cực,Chương trình,3
đề thực hành quá khó .,0,1,train,đề thực hành quá khó,Tiêu cực,Chương trình,5
mang tính thực tế .,2,1,train,mang tính thực tế,Trung lập,Chương trình,4
"tập trung giảng dạy những kiến thức có ích cho chuyên ngành sau này hơn , những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua .",0,1,train,tập trung giảng dạy những kiến thức có ích cho chuyên ngành sau này hơn những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua,Tiêu cực,Chương trình,28
số buổi ôn tập còn ít .,0,1,train,số buổi ôn tập còn ít,Tiêu cực,Chương trình,6
rèn luyện tư duy .,1,1,train,rèn luyện tư duy,Tích cực,Chương trình,4
seminar quá nhiều .,0,1,train,seminar quá nhiều,Tiêu cực,Chương trình,3
liên hệ đến thực tiễn .,1,1,train,liên hệ đến thực tiễn,Tích cực,Chương trình,5
thay đổi cách truyền đạt để môn học ít nhàm chán hơn .,0,1,train,thay đổi cách truyền đạt để môn học ít nhàm chán hơn,Tiêu cực,Chương trình,12
cần có bài giảng trên slide và nhiều ví dụ hơn .,0,1,train,cần có bài giảng trên slide và nhiều ví dụ hơn,Tiêu cực,Chương trình,11
"chứ như tình trạng hiện tại là môn thực hành học trước , qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học .",0,1,train,chứ như tình trạng hiện tại là môn thực hành học trước qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học,Tiêu cực,Chương trình,32
sinh viên cần nhiều hơn những bài như vậy .,0,1,train,sinh viên cần nhiều hơn những bài như vậy,Tiêu cực,Chương trình,9
cần có nền tảng trước khi xây dựng cả một website .,0,1,train,cần có nền tảng trước khi xây dựng cả một website,Tiêu cực,Chương trình,11
ra các dạng của đề thi !,2,1,train,ra các dạng của đề thi,Trung lập,Chương trình,6
đi dạy đúng giờ và bù đủ số buổi vắng .,2,1,train,đi dạy đúng giờ và bù đủ số buổi vắng,Trung lập,Chương trình,10
"mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng "" xào "" lại các đồ án cũ, nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên .",0,1,train,mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng xào lại các đồ án cũ nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên,Tiêu cực,Chương trình,39
"bỏ môn này hoặc đưa ra chương trình học đơn giản , dễ hiểu hơn cho sinh viên , nắm chắc còn hơn học nhiều mà chẳng được bao nhiêu .",0,1,train,bỏ môn này hoặc đưa ra chương trình học đơn giản dễ hiểu hơn cho sinh viên nắm chắc còn hơn học nhiều mà chẳng được bao nhiêu,Tiêu cực,Chương trình,28
anh văn là môn học quá khó đối với em .,0,1,train,anh văn là môn học quá khó đối với em,Tiêu cực,Chương trình,10
tới khi đi làm thì không chuyên về lĩnh vực nào .,0,1,train,tới khi đi làm thì không chuyên về lĩnh vực nào,Tiêu cực,Chương trình,11
có thêm các đồ án mang tính chất sáng tạo .,0,1,train,có thêm các đồ án mang tính chất sáng tạo,Tiêu cực,Chương trình,10
nên gắn chặt hơn nữa môn học với thực tiễn .,0,1,train,nên gắn chặt hơn nữa môn học với thực tiễn,Tiêu cực,Chương trình,10
bài tập về nhà quá ít .,0,1,train,bài tập về nhà quá ít,Tiêu cực,Chương trình,6
chưa thấy rõ mục tiêu của môn học .,0,1,train,chưa thấy rõ mục tiêu của môn học,Tiêu cực,Chương trình,8
cập nhật giáo trình chung để giảng dạy môn học .,0,1,train,cập nhật giáo trình chung để giảng dạy môn học,Tiêu cực,Chương trình,10
chương trình học dường như quá nặng .,0,1,train,chương trình học dường như quá nặng,Tiêu cực,Chương trình,7
em rất hài lòng về giờ thực hành này .,1,1,train,em rất hài lòng về giờ thực hành này,Tích cực,Chương trình,9
