feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
học theo đúng thời khóa biểu .,1,3,train,học theo đúng thời khóa biểu,Tích cực,Khác,6
thành vòng tuần hoàn đến khi thi .,2,3,train,thành vòng tuần hoàn đến khi thi,Trung lập,Khác,7
không gặp mặt .,0,3,train,không gặp mặt,Tiêu cực,Khác,3
không ý kiến thêm .,2,3,train,không ý kiến thêm,Trung lập,Khác,4
"em không thể đi học môn wzjwz75 , nên học kỳ này sẽ nợ môn này .",0,3,train,em không thể đi học môn wzjwz75 nên học kỳ này sẽ nợ môn này,Tiêu cực,Khác,15
"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 .",0,3,train,những thứ đó không đủ để làm bài thực hành như tuần 5 tuần 6 tuần 7,Tiêu cực,Khác,17
không có hoạt động không hài lòng .,2,3,train,không có hoạt động không hài lòng,Trung lập,Khác,7
sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .,0,3,train,sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82,Tiêu cực,Khác,21
tên thầy dài quá nhưng em nhớ nó như một món quà dành cho thầy .,2,3,train,tên thầy dài quá nhưng em nhớ nó như một món quà dành cho thầy,Trung lập,Khác,15
"chép bài trên bảng nhanh , giảng hơi nhanh .",0,3,train,chép bài trên bảng nhanh giảng hơi nhanh,Tiêu cực,Khác,8
toàn phải đi học ké lớp khác .,0,3,train,toàn phải đi học ké lớp khác,Tiêu cực,Khác,7
trình bày slide bài giảng rõ ràng hơn .,0,3,train,trình bày slide bài giảng rõ ràng hơn,Tiêu cực,Khác,8
"chép bài nhiều quá , nhưng không sao .",2,3,train,chép bài nhiều quá nhưng không sao,Trung lập,Khác,7
"và não của con người không thích sự dễ dàng , nếu chỉ xử lý sự dễ dàng thì não khó có thể phát triển đến khả năng của nó .",2,3,train,và não của con người không thích sự dễ dàng nếu chỉ xử lý sự dễ dàng thì não khó có thể phát triển đến khả năng của nó,Trung lập,Khác,29
sự thân thiện và tận tình .,1,3,train,sự thân thiện và tận tình,Tích cực,Khác,6
riêng bản thân em nhận thấy mình có thể học môn này mà không tham gia học đầy đủ trên lớp .,2,3,train,riêng bản thân em nhận thấy mình có thể học môn này mà không tham gia học đầy đủ trên lớp,Trung lập,Khác,21
tất cả các hoạt động .,2,3,train,tất cả các hoạt động,Trung lập,Khác,5
bình thường với giáo viên .,2,3,train,bình thường với giáo viên,Trung lập,Khác,5
dạy rất hài lòng .,1,3,train,dạy rất hài lòng,Tích cực,Khác,4
cần nhiều tài liệu hơn nữa .,0,3,train,cần nhiều tài liệu hơn nữa,Tiêu cực,Khác,6
em không có ý kiến về vấn đề này .,2,3,train,em không có ý kiến về vấn đề này,Trung lập,Khác,9
ngoài ra còn rất rất nhiều mặt tốt mà không thể kể hết .,1,3,train,ngoài ra còn rất rất nhiều mặt tốt mà không thể kể hết,Tích cực,Khác,13
"sự thân thiện , cởi mở và nhiệt tình .",1,3,train,sự thân thiện cởi mở và nhiệt tình,Tích cực,Khác,8
"thực sự thì giảng viên này không dạy lớp em , nên những đánh giá em chọn mặc định mức độ 3 .",2,3,train,thực sự thì giảng viên này không dạy lớp em nên những đánh giá em chọn mặc định mức độ 3,Trung lập,Khác,21
cám ơn thầy fraction cô đã đọc một bài dài thế này .,2,3,train,cám ơn thầy fraction cô đã đọc một bài dài thế này,Trung lập,Khác,12
bị áp lực .,0,3,train,bị áp lực,Tiêu cực,Khác,3
hài lòng hoàn toàn .,1,3,train,hài lòng hoàn toàn,Tích cực,Khác,4
cảm ơn .,2,3,train,cảm ơn,Trung lập,Khác,2
nếu cho được điểm 11 thì em cũng cho luôn .,1,3,train,nếu cho được điểm 11 thì em cũng cho luôn,Tích cực,Khác,10
tốn thời gian .,0,3,train,tốn thời gian,Tiêu cực,Khác,3
bình thường với giảng viên .,2,3,train,bình thường với giảng viên,Trung lập,Khác,5
dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em .,0,3,train,dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em,Tiêu cực,Khác,16
hết !,2,3,train,hết,Trung lập,Khác,1
không có gì để hài lòng .,0,3,train,không có gì để hài lòng,Tiêu cực,Khác,6
điểm quá trình chưa đánh giá đúng .,0,3,train,điểm quá trình chưa đánh giá đúng,Tiêu cực,Khác,7
kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .,0,3,train,kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại,Tiêu cực,Khác,16
everything .,2,3,train,everything,Trung lập,Khác,1
like ( y ) .,1,3,train,like y,Tích cực,Khác,2
hay và sáng tạo .,1,3,train,hay và sáng tạo,Tích cực,Khác,4
"các tiết học chưa được sinh động , không hấp dẫn được sinh viên , có nhiều sự buồn chán .",0,3,train,các tiết học chưa được sinh động không hấp dẫn được sinh viên có nhiều sự buồn chán,Tiêu cực,Khác,18
cực hay .,1,3,train,cực hay,Tích cực,Khác,2
"tuy nhiên , thái độ của sinh viên trường uit với môn học này làm tôi rất rất thất vọng .",0,3,train,tuy nhiên thái độ của sinh viên trường uit với môn học này làm tôi rất rất thất vọng,Tiêu cực,Khác,19
học hết môn mà chẳng biết cái gì .,0,3,train,học hết môn mà chẳng biết cái gì,Tiêu cực,Khác,8
không có ý kiến gì thêm .,2,3,train,không có ý kiến gì thêm,Trung lập,Khác,6
đầy đủ chi tiết .,1,3,train,đầy đủ chi tiết,Tích cực,Khác,4
"hình thức đánh giá , chấm điểm giữa các nhóm , đánh giá bản thân , nhóm khách hàng .",2,3,train,hình thức đánh giá chấm điểm giữa các nhóm đánh giá bản thân nhóm khách hàng,Trung lập,Khác,16
không có ạ .,2,3,train,không có ạ,Trung lập,Khác,3
hi hi đồ ngốc .,1,3,train,hi hi đồ ngốc,Tích cực,Khác,4
sẽ tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này !,0,3,train,sẽ tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này,Tiêu cực,Khác,18
khó tiếp thu !,0,3,train,khó tiếp thu,Tiêu cực,Khác,3
ân cần giải đáp thác mắc của sinh viên .,1,3,train,ân cần giải đáp thác mắc của sinh viên,Tích cực,Khác,9
thảo mai .,1,3,train,thảo mai,Tích cực,Khác,2
hy vọng ý kiến của em được xem xét !,0,3,train,hy vọng ý kiến của em được xem xét,Tiêu cực,Khác,9
thay vào đó nên là báo cáo đồ án .,0,3,train,thay vào đó nên là báo cáo đồ án,Tiêu cực,Khác,9
"cô hỗ trợ tốt , nhiệt tình .",1,3,train,cô hỗ trợ tốt nhiệt tình,Tích cực,Khác,6
học thầy được điểm cao .,1,3,train,học thầy được điểm cao,Tích cực,Khác,5
sự thân thiện giúp giảm căng thẳng trong buổi học .,1,3,train,sự thân thiện giúp giảm căng thẳng trong buổi học,Tích cực,Khác,10
không có colonsmile .,2,3,train,không có colonsmile,Trung lập,Khác,3
em cảm ơn ?,2,3,train,em cảm ơn,Trung lập,Khác,3
tập patin rất dễ .,1,3,train,tập patin rất dễ,Tích cực,Khác,4
chúng em gửi lời cám ơn đến thầy wzjwz213 !,1,3,train,chúng em gửi lời cám ơn đến thầy wzjwz213,Tích cực,Khác,9
béo quá không tốt cho sức khỏe .,0,3,train,béo quá không tốt cho sức khỏe,Tiêu cực,Khác,7
chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này .,0,3,train,chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này,Tiêu cực,Khác,21
"cuối cùng , em xin cảm ơn vì thầy fraction cô đã đọc đến hết .",2,3,train,cuối cùng em xin cảm ơn vì thầy fraction cô đã đọc đến hết,Trung lập,Khác,14
không có gì để nói .,2,3,train,không có gì để nói,Trung lập,Khác,5
"chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu , tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá !",0,3,train,chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá,Tiêu cực,Khác,55
không ý kiến gì .,2,3,train,không ý kiến gì,Trung lập,Khác,4
chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ .,0,3,train,chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ,Tiêu cực,Khác,14
té patin cũng đau .,0,3,train,té patin cũng đau,Tiêu cực,Khác,4
nếu không thì coi như lớp đi toi .,0,3,train,nếu không thì coi như lớp đi toi,Tiêu cực,Khác,8
giúp sinh viên nâng cao được khả năng lập trình .,1,3,train,giúp sinh viên nâng cao được khả năng lập trình,Tích cực,Khác,10
em xim cám ơn !,2,3,train,em xim cám ơn,Trung lập,Khác,4
"làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ .",0,3,train,làm các bài lab trên win server 2012 rất khác so với win server 2003 mà lại toàn cho làm các bài lab trên win server 2003 có vẻ cũ,Tiêu cực,Khác,30
sự vui vẻ .,1,3,train,sự vui vẻ,Tích cực,Khác,3
"không rõ "" thu được gì "" từ môn học này .",0,3,train,không rõ thu được gì từ môn học này,Tiêu cực,Khác,9
chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .,0,3,train,chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học,Tiêu cực,Khác,22
sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .,2,3,train,sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này,Trung lập,Khác,31
tiếng anh .,2,3,train,tiếng anh,Trung lập,Khác,2
nên hơi choáng do tự học quá nhiều .,0,3,train,nên hơi choáng do tự học quá nhiều,Tiêu cực,Khác,8
hấp dẫn .,1,3,train,hấp dẫn,Tích cực,Khác,2
hài lòng tất cả .,1,3,train,hài lòng tất cả,Tích cực,Khác,4
english is good .,1,3,train,english is good,Tích cực,Khác,3
hình thức điểm danh .,0,3,train,hình thức điểm danh,Tiêu cực,Khác,4
"vì đôi khi một đề lâp trình nào đó có thể người này đã làm qua rồi , người khác thì chưa hề đọc qua kiến thức ấy trong khi thời gian làm bài chỉ có 60 phút .",0,3,train,vì đôi khi một đề lâp trình nào đó có thể người này đã làm qua rồi người khác thì chưa hề đọc qua kiến thức ấy trong khi thời gian làm bài chỉ có 60 phút,Tiêu cực,Khác,37
sáng tạo .,1,3,train,sáng tạo,Tích cực,Khác,2
làm khó sinh viên .,0,3,train,làm khó sinh viên,Tiêu cực,Khác,4
không hài lòng cho lắm .,0,3,train,không hài lòng cho lắm,Tiêu cực,Khác,5
"cô vui vẻ , nhiệt tình .",1,3,train,cô vui vẻ nhiệt tình,Tích cực,Khác,5
"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",1,3,train,cái gì không biết thì phải tự mày mò tìm kiếm không thể cứ trông đợi lời giải đáp từ giảng viên,Tích cực,Khác,22
để dễ dàng vận dụng kiến thức trên lớp .,0,3,train,để dễ dàng vận dụng kiến thức trên lớp,Tiêu cực,Khác,9
không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,2,3,train,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên,Trung lập,Khác,14
có thông báo về lịch thi nói trên web môn học .,1,3,train,có thông báo về lịch thi nói trên web môn học,Tích cực,Khác,11
không có ý kiến !,2,3,train,không có ý kiến,Trung lập,Khác,4
không có gì ạ .,2,3,train,không có gì ạ,Trung lập,Khác,4
chúc cô thành công !,1,3,train,chúc cô thành công,Tích cực,Khác,4
nghe kể chuyện hay nhiều trong khi học .,1,3,train,nghe kể chuyện hay nhiều trong khi học,Tích cực,Khác,8
"cô rất dễ thương , hiền nữa .",1,3,train,cô rất dễ thương hiền nữa,Tích cực,Khác,6
hỏi cũng không nhận được câu trả lời chính xác để học .,0,3,train,hỏi cũng không nhận được câu trả lời chính xác để học,Tiêu cực,Khác,12
cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .,0,3,train,cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên,Tiêu cực,Khác,23
chưa có .,2,3,train,chưa có,Trung lập,Khác,2
"vừa giúp cho bọn em nắm chắc kiến thức về môn học , vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình .",1,3,train,vừa giúp cho bọn em nắm chắc kiến thức về môn học vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình,Tích cực,Khác,26
"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau .",1,3,train,hiểu biết rõ hơn về các ngành học trong trường được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau,Tích cực,Khác,23
không thể hài lòng .,0,3,train,không thể hài lòng,Tiêu cực,Khác,4
cảm giác như là cấp 2 học nhạc và vẽ vậy .,0,3,train,cảm giác như là cấp 2 học nhạc và vẽ vậy,Tiêu cực,Khác,11
thân ái !,2,3,train,thân ái,Trung lập,Khác,2
em tiến bộ rất nhanh .,1,3,train,em tiến bộ rất nhanh,Tích cực,Khác,5
và từ những sự cố trên tự nhiên năm nay em vừa tốn tiền học lại mà không được học vừa bị rớt môn không được cộng điểm rèn luyện .,0,3,train,và từ những sự cố trên tự nhiên năm nay em vừa tốn tiền học lại mà không được học vừa bị rớt môn không được cộng điểm rèn luyện,Tiêu cực,Khác,30
giải bài tập dễ hiểu .,1,3,train,giải bài tập dễ hiểu,Tích cực,Khác,5
ít mục không đi sâu vào .,0,3,train,ít mục không đi sâu vào,Tiêu cực,Khác,6
tiếng động cơ xây dựng có lúc ồn quá .,0,3,train,tiếng động cơ xây dựng có lúc ồn quá,Tiêu cực,Khác,9
bỏ bớt những phần không cần thiết .,0,3,train,bỏ bớt những phần không cần thiết,Tiêu cực,Khác,7
"đi thực tập , đến công ty kaydotvn để làm việc và học .",2,3,train,đi thực tập đến công ty kaydotvn để làm việc và học,Trung lập,Khác,12
"ngồi nhiều , nhìn slide nhiều .",0,3,train,ngồi nhiều nhìn slide nhiều,Tiêu cực,Khác,5
sơ sài .,0,3,train,sơ sài,Tiêu cực,Khác,2
ước tính khoảng 5 - 6 buổi như vậy .,2,3,train,ước tính khoảng 5 6 buổi như vậy,Trung lập,Khác,8
"ok xem xong cài như youtube kết nối với laptop báo lỗi , cô bảo cài sai dot wtf ?",0,3,train,ok xem xong cài như youtube kết nối với laptop báo lỗi cô bảo cài sai dot wtf,Tiêu cực,Khác,18
không hiểu gì .,0,3,train,không hiểu gì,Tiêu cực,Khác,3
kể chuyện .,2,3,train,kể chuyện,Trung lập,Khác,2
đồ họa máy tính là môn có hình thức thực hành 1 .,2,3,train,đồ họa máy tính là môn có hình thức thực hành 1,Trung lập,Khác,12
chưa bao giờ học không biết .,0,3,train,chưa bao giờ học không biết,Tiêu cực,Khác,6
cũng bình thường .,2,3,train,cũng bình thường,Trung lập,Khác,3
không có ý kiến .,2,3,train,không có ý kiến,Trung lập,Khác,4
làm một sinh viên như em không thể đủ nhận thức .,0,3,train,làm một sinh viên như em không thể đủ nhận thức,Tiêu cực,Khác,11
không lan man .,1,3,train,không lan man,Tích cực,Khác,3
còn mốt số ý thầy truyền đạt vẫn còn chưa tốt .,0,3,train,còn mốt số ý thầy truyền đạt vẫn còn chưa tốt,Tiêu cực,Khác,11
không rõ .,2,3,train,không rõ,Trung lập,Khác,2
vì theo em thầy mọi người đi học rất đầy đủ .,2,3,train,vì theo em thầy mọi người đi học rất đầy đủ,Trung lập,Khác,11
"cô rất tận tình , nghiêm khắc trong giờ học .",1,3,train,cô rất tận tình nghiêm khắc trong giờ học,Tích cực,Khác,9
đề thi cuối kỳ quá khó và cấu trúc đề quá kỳ lạ .,0,3,train,đề thi cuối kỳ quá khó và cấu trúc đề quá kỳ lạ,Tiêu cực,Khác,13
cần nhiều tài liệu về môn học này .,0,3,train,cần nhiều tài liệu về môn học này,Tiêu cực,Khác,8
"chúng em là sinh viên năm nhất , và chúng em vẫn chưa đủ khả năng để làm ra những sản phẩm của riêng mình , chúng em học "" giới thiệu ngành "" vì mục đích định hướng , chúng em tìm hiểu về hệ thống nhúng vì mục đích xem mình có nên theo ngành đó hay không , và chúng em nói theo cách mình hiểu và tiếp cận được từ các nguồn thông tin .",2,3,train,chúng em là sinh viên năm nhất và chúng em vẫn chưa đủ khả năng để làm ra những sản phẩm của riêng mình chúng em học giới thiệu ngành vì mục đích định hướng chúng em tìm hiểu về hệ thống nhúng vì mục đích xem mình có nên theo ngành đó hay không và chúng em nói theo cách mình hiểu và tiếp cận được từ các nguồn thông tin,Trung lập,Khác,72
em nghĩ sẽ hiệu quả hơn nhiều .,0,3,train,em nghĩ sẽ hiệu quả hơn nhiều,Tiêu cực,Khác,7
hầu như bữa nào cũng over time .,0,3,train,hầu như bữa nào cũng over time,Tiêu cực,Khác,7
trách nhiệm .,2,3,train,trách nhiệm,Trung lập,Khác,2
cô rất có tâm với công việc giảng viên của mình .,1,3,train,cô rất có tâm với công việc giảng viên của mình,Tích cực,Khác,11
thân !,2,3,train,thân,Trung lập,Khác,1
không có ý kiến khác .,2,3,train,không có ý kiến khác,Trung lập,Khác,5
chưa có điểm thi giữa kỳ .,0,3,train,chưa có điểm thi giữa kỳ,Tiêu cực,Khác,6
em cảm ơn !,2,3,train,em cảm ơn,Trung lập,Khác,3
"chú tâm , hướng dẫn cho từng học sinh , tương đối dễ hiểu .",1,3,train,chú tâm hướng dẫn cho từng học sinh tương đối dễ hiểu,Tích cực,Khác,12
cảm giác của em là hơi chán .,0,3,train,cảm giác của em là hơi chán,Tiêu cực,Khác,7
"sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn .",2,3,train,sinh viên sẽ được học nhiều kiến thức thực tế thiết thực và hiệu quả hơn,Trung lập,Khác,16
kỹ năng đọc của em còn chưa thể hiện được .,0,3,train,kỹ năng đọc của em còn chưa thể hiện được,Tiêu cực,Khác,10
bỏ vấn đề điểm danh .,0,3,train,bỏ vấn đề điểm danh,Tiêu cực,Khác,5
điều này thật sự kích thích và dễ hiểu bài .,1,3,train,điều này thật sự kích thích và dễ hiểu bài,Tích cực,Khác,10
em xin cám ơn .,2,3,train,em xin cám ơn,Trung lập,Khác,4
"khó hiểu , khó vận dụng .",0,3,train,khó hiểu khó vận dụng,Tiêu cực,Khác,5
sự nhiệt tình vui vẻ .,1,3,train,sự nhiệt tình vui vẻ,Tích cực,Khác,5
trừ những điều không hài lòng một chút thì trên cả tuyệt vời colonhihi .,1,3,train,trừ những điều không hài lòng một chút thì trên cả tuyệt vời colonhihi,Tích cực,Khác,14
thật đáng buồn !,0,3,train,thật đáng buồn,Tiêu cực,Khác,3
style chất ( y ) .,1,3,train,style chất y,Tích cực,Khác,3
truyền dạt tốt .,1,3,train,truyền dạt tốt,Tích cực,Khác,3
mọi thứ đều tốt .,1,3,train,mọi thứ đều tốt,Tích cực,Khác,4
"cuối cùng , báo cáo đồ án , nhóm mình mà không báo cáo đồ án của mình , mà phải đi báo cáo đồ án của nhóm khác .",0,3,train,cuối cùng báo cáo đồ án nhóm mình mà không báo cáo đồ án của mình mà phải đi báo cáo đồ án của nhóm khác,Tiêu cực,Khác,26
thoải mái .,1,3,train,thoải mái,Tích cực,Khác,2
cám ơn thầy !,2,3,train,cám ơn thầy,Trung lập,Khác,3
nhiều bạn vào được anh văn 1 và lên được anh văn 2 cho dù không biết gì về môn anh văn .,0,3,train,nhiều bạn vào được anh văn 1 và lên được anh văn 2 cho dù không biết gì về môn anh văn,Tiêu cực,Khác,22
chán lắm luôn .,0,3,train,chán lắm luôn,Tiêu cực,Khác,3
biết làm bài tập của môn học nhưng không hiểu nó liên quan gì đến thực tế .,0,3,train,biết làm bài tập của môn học nhưng không hiểu nó liên quan gì đến thực tế,Tiêu cực,Khác,17
và rất hiểu sinh viên .,1,3,train,và rất hiểu sinh viên,Tích cực,Khác,5
rất thú vị .,1,3,train,rất thú vị,Tích cực,Khác,3
tất cả đều hài lòng .,1,3,train,tất cả đều hài lòng,Tích cực,Khác,5
quả không sai !,2,3,train,quả không sai,Trung lập,Khác,3
em không có ý kiến về mục này .,2,3,train,em không có ý kiến về mục này,Trung lập,Khác,8
không có điểm nào không hài lòng .,2,3,train,không có điểm nào không hài lòng,Trung lập,Khác,7
cần có tiết chế trong bài thực hành làm sao để đáp ứng đúng những gì sinh viên đang có hoặc trang bị phòng thực hành có cấu hình cao .,0,3,train,cần có tiết chế trong bài thực hành làm sao để đáp ứng đúng những gì sinh viên đang có hoặc trang bị phòng thực hành có cấu hình cao,Tiêu cực,Khác,30
"tinh thần , kiến thức .",2,3,train,tinh thần kiến thức,Trung lập,Khác,4
em xin cảm ơn !,2,3,train,em xin cảm ơn,Trung lập,Khác,4
"đi từ dễ đến khó , có định hướng rõ ràng .",1,3,train,đi từ dễ đến khó có định hướng rõ ràng,Tích cực,Khác,10
kiểm tra thường xuyên .,2,3,train,kiểm tra thường xuyên,Trung lập,Khác,4
hay .,1,3,train,hay,Tích cực,Khác,1
không có ý kiến gì ạ .,2,3,train,không có ý kiến gì ạ,Trung lập,Khác,6
"và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá .",2,3,train,và cuối cùng đây cũng chỉ là tâm sự của riêng tôi tôi không có ý gì cả có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này có lẽ vì số tôi quá đen âu thì tôi đành cam chịu vậy hi hi rớt môn rồi buồn quá,Trung lập,Khác,56
bảo ví dụ về tự kiểm tra .,0,3,train,bảo ví dụ về tự kiểm tra,Tiêu cực,Khác,7
học những môn tiên quyết trước .,0,3,train,học những môn tiên quyết trước,Tiêu cực,Khác,6
về muộn .,0,3,train,về muộn,Tiêu cực,Khác,2
"thoải mái , có hiệu quả .",1,3,train,thoải mái có hiệu quả,Tích cực,Khác,5
em học thầy được nửa kỳ trước thì tự cúp qua lớp cô wzjwz218 học .,2,3,train,em học thầy được nửa kỳ trước thì tự cúp qua lớp cô wzjwz218 học,Trung lập,Khác,15
nên có sự so sánh phản hồi về phương pháp lập trình của sinh viên .,0,3,train,nên có sự so sánh phản hồi về phương pháp lập trình của sinh viên,Tiêu cực,Khác,15
"đối với em , em đã thấy hợp lý .",1,3,train,đối với em em đã thấy hợp lý,Tích cực,Khác,8
số lượng sinh viên trong một lớp quá lớn .,0,3,train,số lượng sinh viên trong một lớp quá lớn,Tiêu cực,Khác,9
chất lượng không tốt .,1,3,train,chất lượng không tốt,Tích cực,Khác,4
giờ học thiếu sinh động .,0,3,train,giờ học thiếu sinh động,Tiêu cực,Khác,5
cần được rút kinh nghiệm .,0,3,train,cần được rút kinh nghiệm,Tiêu cực,Khác,5
em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,0,3,train,em học it002dotf23 thực hành 2 chứ không phải thực hành 1,Tiêu cực,Khác,12
dẫn chứng thực tế .,1,3,train,dẫn chứng thực tế,Tích cực,Khác,4
rất thực tiễn .,1,3,train,rất thực tiễn,Tích cực,Khác,3
cần chia nhóm học tập .,0,3,train,cần chia nhóm học tập,Tiêu cực,Khác,5
cần có nhiều trò chơi vận động hấp dẫn .,0,3,train,cần có nhiều trò chơi vận động hấp dẫn,Tiêu cực,Khác,9
"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .",1,3,train,em ở nhà tự học thi thực hành vừa rồi cũng được 10 điểm,Tích cực,Khác,14
không có gì để phàn nàn .,2,3,train,không có gì để phàn nàn,Trung lập,Khác,6
đi học trễ .,0,3,train,đi học trễ,Tiêu cực,Khác,3
very good .,1,3,train,very good,Tích cực,Khác,2
đưa ra đề tài seminar như thách đố sinh viên vậy .,0,3,train,đưa ra đề tài seminar như thách đố sinh viên vậy,Tiêu cực,Khác,11
like .,1,3,train,like,Tích cực,Khác,1
hy vọng nhà trường xem xét .,2,3,train,hy vọng nhà trường xem xét,Trung lập,Khác,6
mong nhà trường sẽ khắc phục sớm .,0,3,train,mong nhà trường sẽ khắc phục sớm,Tiêu cực,Khác,7
rất tốt .,1,3,train,rất tốt,Tích cực,Khác,2
chưa rõ mục tiêu và các bước thực hiện bài tập truy vấn dbpedia và tạo ontology .,0,3,train,chưa rõ mục tiêu và các bước thực hiện bài tập truy vấn dbpedia và tạo ontology,Tiêu cực,Khác,17
kỹ càng .,1,3,train,kỹ càng,Tích cực,Khác,2
mong nhà trường xem xét lại .,0,3,train,mong nhà trường xem xét lại,Tiêu cực,Khác,6
mong ý kiến của em sẽ được xem xét .,0,3,train,mong ý kiến của em sẽ được xem xét,Tiêu cực,Khác,9
hội thảo nhiều hơn .,0,3,train,hội thảo nhiều hơn,Tiêu cực,Khác,4
cảm ơn thầy !,2,3,train,cảm ơn thầy,Trung lập,Khác,3
phân biệt rõ ràng giữa đúng và sai .,2,3,train,phân biệt rõ ràng giữa đúng và sai,Trung lập,Khác,8
ngắn gọn .,1,3,train,ngắn gọn,Tích cực,Khác,2
không có gì làm em không hài lòng cả .,2,3,train,không có gì làm em không hài lòng cả,Trung lập,Khác,9
"cô nhiệt tình , dễ tính .",1,3,train,cô nhiệt tình dễ tính,Tích cực,Khác,5
không hay lắm !,0,3,train,không hay lắm,Tiêu cực,Khác,3
chưa thực sự tốt .,0,3,train,chưa thực sự tốt,Tiêu cực,Khác,4
còn một điều nữa .,2,3,train,còn một điều nữa,Trung lập,Khác,4
không có điều gì .,2,3,train,không có điều gì,Trung lập,Khác,4
hoạt động tổ chức thuyết trình .,2,3,train,hoạt động tổ chức thuyết trình,Trung lập,Khác,6
tại do tuần thi .,2,3,train,tại do tuần thi,Trung lập,Khác,4
em xin hết ạ !,2,3,train,em xin hết ạ,Trung lập,Khác,4
"phóng tầm nhìn đi xa hơn , những khó khăn , những kiến thức cần phải học để thành công trên đường đời .",1,3,train,phóng tầm nhìn đi xa hơn những khó khăn những kiến thức cần phải học để thành công trên đường đời,Tích cực,Khác,21
"cung cấp đầy đủ tài liệu và giáo trình môn học , nhiệt tình với sinh viên .",1,3,train,cung cấp đầy đủ tài liệu và giáo trình môn học nhiệt tình với sinh viên,Tích cực,Khác,16
"tuy nhiên , em không thể làm khác được .",2,3,train,tuy nhiên em không thể làm khác được,Trung lập,Khác,8
hi hi .,1,3,train,hi hi,Tích cực,Khác,2
"ngồi đợi thật lâu từ 9h sáng đến 2h trưa , cuối cùng cũng đã đến lượt mình .",0,3,train,ngồi đợi thật lâu từ 9h sáng đến 2h trưa cuối cùng cũng đã đến lượt mình,Tiêu cực,Khác,17
"thấy cái gì cũng ổn , không đáng chê cũng không đáng khen .",2,3,train,thấy cái gì cũng ổn không đáng chê cũng không đáng khen,Trung lập,Khác,12
học dồn quá sức .,0,3,train,học dồn quá sức,Tiêu cực,Khác,4
